Date,Open,High,Low,Close,Adj Close,Volume
2018-11-14,274.160004,274.609985,268.450012,270.200012,258.805969,125335900
2018-11-15,268.779999,273.540009,267.010010,273.019989,261.507019,135101400
2018-11-16,271.790009,274.750000,271.209991,273.730011,262.187073,126668000
2018-11-19,273.049988,273.380005,268.070007,269.100006,257.752289,103061700
2018-11-20,265.359985,267.000000,263.149994,264.119995,252.982300,136021300
2018-11-21,265.859985,267.149994,265.010010,265.019989,253.844345,75563700
2018-11-23,263.179993,264.820007,263.070007,263.250000,252.148972,42807900
2018-11-26,265.779999,267.750000,265.339996,267.500000,256.219788,79981400
2018-11-27,266.339996,268.399994,265.660004,268.399994,257.081818,75502400
2018-11-28,269.600006,274.579987,268.329987,274.579987,263.001190,127629600
2018-11-29,273.709991,275.549988,272.429993,273.980011,262.426514,82346400
2018-11-30,273.809998,276.279999,273.450012,275.649994,264.026093,98204200
2018-12-03,280.279999,280.399994,277.510010,279.299988,267.522125,103176300
2018-12-04,278.369995,278.850006,269.899994,270.250000,258.853790,177986000
2018-12-06,265.920013,269.970001,262.440002,269.839996,258.461121,204185400
2018-12-07,269.459991,271.220001,262.630005,263.570007,252.455490,161018900
2018-12-10,263.369995,265.160004,258.619995,264.070007,252.934418,151445900
2018-12-11,267.660004,267.869995,262.480011,264.130005,252.991867,121504400
2018-12-12,267.470001,269.000000,265.369995,265.459991,254.265778,97976700
2018-12-13,266.519989,267.489990,264.119995,265.369995,254.179596,96662700
2018-12-14,262.959991,264.029999,259.850006,260.470001,249.486221,116961100
2018-12-17,259.399994,260.649994,253.529999,255.360001,244.591721,165492300
2018-12-18,257.200012,257.950012,253.279999,255.080002,244.323517,134515100
2018-12-19,255.169998,259.399994,249.350006,251.259995,240.664597,214992800
2018-12-20,249.860001,251.619995,244.649994,247.169998,236.747070,252053400
2018-12-21,246.740005,249.710007,239.979996,240.699997,231.896225,255345600
2018-12-24,239.039993,240.839996,234.270004,234.339996,225.768829,147311600
2018-12-26,235.970001,246.179993,233.759995,246.179993,237.175797,218485400
2018-12-27,242.570007,248.289993,238.960007,248.070007,238.996674,186267300
2018-12-28,249.580002,251.399994,246.449997,247.750000,238.688370,153100200
2018-12-31,249.559998,250.190002,247.470001,249.919998,240.779007,144299400
2019-01-02,245.979996,251.210007,245.949997,250.179993,241.029480,126925200
2019-01-03,248.229996,248.570007,243.669998,244.210007,235.277832,144140700
2019-01-04,247.589996,253.110001,247.169998,252.389999,243.158661,142628800
2019-01-07,252.690002,255.949997,251.690002,254.380005,245.075882,103139100
2019-01-08,256.820007,257.309998,254.000000,256.769989,247.378433,102512600
2019-01-09,257.559998,258.910004,256.190002,257.970001,248.534561,95006600
2019-01-10,256.260010,259.160004,255.500000,258.880005,249.411270,96823900
2019-01-11,257.679993,259.010010,257.029999,258.980011,249.507629,73858100
2019-01-14,256.859985,258.299988,256.410004,257.399994,247.985428,70908200
2019-01-15,257.820007,260.700012,257.809998,260.350006,250.827530,85208300
2019-01-16,260.829987,261.970001,260.600006,260.980011,251.434464,77636700
2019-01-17,260.010010,263.920013,259.959991,262.959991,253.342056,96118400
2019-01-18,264.980011,266.980011,263.000000,266.459991,256.714050,127900300
2019-01-22,264.820007,265.059998,261.059998,262.859985,253.245697,115531200
2019-01-23,264.010010,264.790009,260.660004,263.410004,253.775589,86030300
2019-01-24,263.209991,264.200012,262.079987,263.549988,253.910446,59204100
2019-01-25,265.609985,266.700012,263.660004,265.779999,256.058929,96883400
2019-01-28,263.390015,263.829987,261.790009,263.760010,254.112808,85613700
2019-01-29,263.920013,264.549988,262.480011,263.410004,253.775589,66136300
2019-01-30,265.100006,268.519989,264.250000,267.579987,257.793091,92473700
2019-01-31,267.510010,270.470001,267.269989,269.929993,260.057129,104012100
2019-02-01,270.149994,271.200012,269.179993,270.059998,260.182373,85782500
2019-02-04,270.109985,272.029999,269.359985,271.959991,262.012848,60744800
2019-02-05,272.440002,273.440002,271.880005,273.100006,263.111206,79552800
2019-02-06,272.790009,273.339996,271.920013,272.739990,262.764343,58347800
2019-02-07,270.940002,271.549988,268.290009,270.140015,260.259491,95482000
2019-02-08,268.750000,270.579987,267.829987,270.470001,260.577393,75788900
2019-02-11,271.200012,271.489990,270.029999,270.619995,260.721893,68021400
2019-02-12,272.420013,274.519989,272.339996,274.100006,264.074615,72270200
2019-02-13,275.029999,275.929993,274.559998,274.989990,264.932007,65277200
2019-02-14,273.779999,275.640015,272.869995,274.380005,264.344391,83234400
2019-02-15,276.359985,277.410004,276.130005,277.369995,267.224976,97088700
2019-02-19,276.480011,278.579987,276.470001,277.850006,267.687439,59120800
2019-02-20,277.809998,278.920013,277.250000,278.410004,268.226959,76610800
2019-02-21,277.700012,278.100006,276.350006,277.420013,267.273193,64214700
2019-02-22,278.109985,279.359985,277.399994,279.140015,268.930267,78114600
2019-02-25,280.730011,281.309998,279.429993,279.519989,269.296356,69030700
2019-02-26,279.130005,280.299988,278.899994,279.320007,269.103668,56844100
2019-02-27,278.519989,279.589996,277.480011,279.200012,268.988068,56921600
2019-02-28,278.959991,279.450012,278.320007,278.679993,268.487030,69268300
2019-03-01,280.440002,280.880005,278.820007,280.420013,270.163452,78880500
2019-03-04,281.600006,281.869995,276.839996,279.399994,269.180786,106494600
2019-03-05,279.540009,279.760010,278.410004,279.019989,268.814636,59114600
2019-03-06,279.149994,279.160004,276.970001,277.329987,267.186462,75039800
2019-03-07,276.829987,276.989990,274.070007,275.010010,264.951294,94885100
2019-03-08,272.940002,274.649994,272.420013,274.459991,264.421387,85795800
2019-03-11,275.260010,278.619995,275.230011,278.440002,268.255859,65098900
2019-03-12,279.059998,280.070007,278.850006,279.489990,269.267456,79667500
2019-03-13,280.480011,282.380005,280.299988,281.339996,271.049835,80639200
2019-03-14,281.369995,281.839996,280.670013,281.160004,270.876343,67518400
2019-03-15,280.540009,282.209991,280.329987,281.309998,272.214691,81309000
2019-03-18,281.549988,282.660004,281.299988,282.329987,273.201691,62199800
2019-03-19,283.510010,284.359985,281.410004,282.399994,273.269409,90268100
2019-03-20,282.160004,283.500000,280.320007,281.549988,272.446899,84609200
2019-03-21,280.640015,285.179993,280.589996,284.730011,275.524109,79550400
2019-03-22,283.220001,283.799988,279.179993,279.250000,270.221283,122659300
2019-03-25,278.869995,280.190002,277.640015,279.040009,270.018066,85575200
2019-03-26,280.989990,282.179993,279.559998,281.119995,272.030823,68125900
2019-03-27,281.109985,281.760010,277.929993,279.649994,270.608307,72224700
2019-03-28,280.350006,281.209991,279.070007,280.709991,271.634033,56238500
2019-03-29,282.390015,282.839996,281.140015,282.480011,273.346863,82186800
2019-04-01,284.700012,286.160004,284.399994,285.829987,276.588531,77617900
2019-04-02,286.040009,286.230011,285.089996,285.970001,276.723999,40070400
2019-04-03,287.320007,287.760010,285.750000,286.420013,277.159454,68243200
2019-04-04,286.779999,287.459991,286.010010,287.179993,277.894867,48997500
2019-04-05,287.920013,288.630005,287.600006,288.570007,279.239929,58621700
2019-04-08,288.100006,288.910004,287.369995,288.790009,279.452850,53566300
2019-04-09,287.720001,288.079987,286.700012,287.309998,278.020691,66142300
2019-04-10,287.769989,288.390015,287.309998,288.290009,278.969025,52601500
2019-04-11,288.829987,288.839996,287.579987,288.209991,278.891571,55093100
2019-04-12,290.000000,290.470001,288.260010,290.160004,280.778534,69727800
2019-04-15,290.239990,290.350006,289.079987,289.970001,280.594666,49596700
2019-04-16,290.950012,291.010010,289.500000,290.160004,280.778534,52153200
2019-04-17,291.399994,291.429993,288.989990,289.450012,280.091492,58268300
2019-04-18,290.100006,290.320007,288.660004,290.019989,280.643066,68708500
2019-04-22,289.170013,290.440002,289.070007,290.269989,280.884918,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,283.410553,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,282.781616,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,282.607452,57770900
2019-04-26,292.100006,293.489990,291.239990,293.410004,283.923462,50916400
2019-04-29,293.510010,294.450012,293.410004,293.869995,284.368561,57197700
2019-04-30,293.489990,294.339996,291.920013,294.019989,284.513733,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,282.375183,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,281.765503,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,284.523407,56543700
2019-05-06,289.250000,293.309998,288.899994,292.820007,283.352539,107198100
2019-05-07,290.149994,290.809998,285.809998,287.929993,278.620605,144729900
2019-05-08,287.529999,289.429993,286.869995,287.529999,278.233551,91568300
2019-05-09,285.230011,287.329987,283.299988,286.660004,277.391693,103471100
2019-05-10,285.619995,288.940002,282.299988,288.100006,278.785156,112429300
2019-05-13,282.420013,283.489990,279.929993,280.859985,271.779205,127290500
2019-05-14,281.989990,285.100006,281.850006,283.399994,274.237091,77003200
2019-05-15,281.589996,285.769989,281.359985,285.059998,275.843414,73956400
2019-05-16,285.839996,289.209991,285.760010,287.700012,278.398071,76749600
2019-05-17,285.140015,288.600006,285.119995,285.839996,276.598175,100353000
2019-05-20,284.059998,285.959991,283.119995,283.950012,274.769318,62877600
2019-05-21,285.829987,286.929993,285.549988,286.510010,277.246521,46847100
2019-05-22,285.450012,286.690002,285.100006,285.630005,276.394958,49482500
2019-05-23,283.160004,283.209991,280.570007,282.140015,273.017822,98733800
2019-05-24,283.739990,284.200012,282.089996,282.779999,273.637146,55268100
2019-05-28,283.089996,284.149994,280.130005,280.149994,271.092163,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,269.272980,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,270.008392,62523800
2019-05-31,276.200012,277.119995,275.239990,275.269989,266.369965,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,265.692596,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,271.459900,77231900
2019-06-05,282.329987,282.989990,280.320007,282.959991,273.811310,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,275.591797,69430400
2019-06-07,285.929993,288.850006,285.739990,287.649994,278.349670,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,279.626984,60799100
2019-06-11,290.989990,291.399994,288.179993,288.899994,279.559265,58641300
2019-06-12,288.640015,289.260010,287.820007,288.390015,279.065765,47096300
2019-06-13,289.399994,289.980011,288.619995,289.579987,280.217255,48945200
2019-06-14,289.260010,289.929993,288.410004,289.260010,279.907654,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,280.014099,39205700
2019-06-18,291.390015,293.570007,290.989990,292.399994,282.946106,85434800
